handle,title,price_ghs,in_stock,categories,image_file,proposed_requires_prescription,confidence,rule,pharmacist_decision,pharmacist_notes
nix-sardines-in-tomato-sauce,NIX SARDINES IN TOMATO SAUCE,22.00,yes,Other,nix-sardines-in-tomato-sauce.webp,NO,medium,consumer category: Other,,
nostamine-eye-nose-drops,NOSTAMINE EYE & NOSE DROPS,42.00,yes,,nostamine-eye-nose-drops.jpg,NO,low,REVIEW — no category and no dosage form,,
now-super-enzymes-90s,NOW SUPER ENZYMES 90'S,395.00,yes,Vitamins & Supplements,now-super-enzymes-90s.webp,NO,medium,consumer category: Vitamins & Supplements,,
ns-infusion-500ml,NS INFUSION 500ML,12.00,yes,,ns-infusion-500ml.webp,NO,low,REVIEW — no category and no dosage form,,
nuage-cooling-gel-eye-mask,NUAGE COOLING GEL EYE MASK,45.00,yes,Beauty & Toiletries,nuage-cooling-gel-eye-mask.jpg,NO,medium,consumer category: Beauty & Toiletries,,
nutra-blast-boric-acid-vaginal-suppositories,Nutra Blast Boric acid Vaginal suppositories,357.00,yes,Feminine Care,nutra-blast-boric-acid-vaginal-suppositories.jpg,NO,medium,consumer category: Feminine Care,,
nutrablast-disposable-vaginal-suppository-applicators,Nutrablast Disposable Vaginal suppository Applicators,20.00,yes,Beauty & Toiletries | Feminine Care,nutrablast-disposable-vaginal-suppository-applicators.jpg,NO,medium,consumer category: Beauty & Toiletries,,
nutrilac,NUTRILAC,37.00,yes,Baby,nutrilac.jpg,NO,medium,consumer category: Baby,,
odor-eaters-foot-and-shoe-spray,ODOR EATERS FOOT AND SHOE SPRAY,120.00,yes,Other,odor-eaters-foot-and-shoe-spray.jpg,NO,medium,consumer category: Other,,
olay-body-lotion-502ml,OLAY BODY LOTION 502ML,263.00,yes,Beauty & Toiletries,olay-body-lotion-502ml.jpg,NO,high,general-sale: lotion,,
olay-body-wash,OLAY BODY WASH,262.00,yes,Beauty & Toiletries,olay-body-wash.webp,NO,medium,consumer category: Beauty & Toiletries,,
olay-total-effect,OLAY TOTAL EFFECT,275.00,yes,Beauty & Toiletries,olay-total-effect.webp,NO,medium,consumer category: Beauty & Toiletries,,
olbas-oil-adult-12ml,OLBAS OIL CHILDREN 12ML,128.00,yes,,olbas-oil-adult-12ml.jpg,NO,low,REVIEW — no category and no dosage form,,
old-spice-stick,OLD SPICE STICK,75.00,yes,Beauty & Toiletries,old-spice-stick.jpg,NO,medium,consumer category: Beauty & Toiletries,,
olive-oil-ear-drop,OLIVE OIL EAR DROP,25.00,yes,,olive-oil-ear-drop.jpg,NO,low,REVIEW — no category and no dosage form,,
olive-oil-mouse,OLIVE OIL MOUSE,27.00,no,Beauty & Toiletries,olive-oil-mouse.jpg,NO,medium,consumer category: Beauty & Toiletries,,
one-a-day-womens-gummies-170s,ONE A DAY WOMEN'S GUMMIES 170'S,440.00,no,Vitamins & Supplements,one-a-day-womens-gummies-170s.webp,NO,medium,consumer category: Vitamins & Supplements,,
onetouch-select-plus-glucometer,ONETOUCH SELECT PLUS GLUCOMETER,600.00,no,Other,onetouch-select-plus-glucometer.png,NO,medium,consumer category: Other,,
only-pacifier,ONLY PACIFIER,25.00,yes,Baby,only-pacifier.png,NO,medium,consumer category: Baby,,
ophylia-perfume-80ml,OPHYLIA PERFUME 80ML,110.00,yes,Beauty & Toiletries,ophylia-perfume-80ml.jpg,NO,high,general-sale: perfume,,
oral-b-kids-toothbrush-1,ORAL B KIDS TOOTHBRUSH,21.00,yes,Other,oral-b-kids-toothbrush-1.jpg,NO,high,general-sale: toothbrush,,
orelox-100mg-tabs,ORELOX 100MG TABS,21.00,yes,,orelox-100mg-tabs.png,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
orelox-tabs-200mg,ORELOX TABS 200MG,30.00,yes,,orelox-tabs-200mg.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
ors-phyto,ORS (PHYTO),2.00,yes,,ors-phyto.png,NO,low,REVIEW — no category and no dosage form,,
otrivin-nasal-drops-0-05-child,OTRIVIN NASAL DROPS 0.05% (CHILD),70.00,yes,Baby,otrivin-nasal-drops-0-05-child.jpg,NO,medium,consumer category: Baby,,
palmers-cream,PALMERS CREAM,120.00,yes,Beauty & Toiletries,palmers-cream.jpg,NO,medium,consumer category: Beauty & Toiletries,,
palmers-lotion,PALMERS LOTION,108.00,yes,Beauty & Toiletries,palmers-lotion.jpg,NO,high,general-sale: lotion,,
palmers-skin-therapy-oil-150ml,PALMERS SKIN THERAPY OIL 150ML,132.00,yes,Beauty & Toiletries,palmers-skin-therapy-oil-150ml.jpg,NO,medium,consumer category: Beauty & Toiletries,,
palmers-stretch-marks-massage-cream,PALMERS STRETCH MARKS MASSAGE CREAM,133.00,yes,Beauty & Toiletries,palmers-stretch-marks-massage-cream.webp,NO,medium,consumer category: Beauty & Toiletries,,
palmolive-bath,PALMOLIVE BATH,70.00,yes,Beauty & Toiletries,palmolive-bath.jpg,NO,medium,consumer category: Beauty & Toiletries,,
pampers-wipes,PAMPERS WIPES,22.00,yes,Baby,pampers-wipes.jpg,NO,high,general-sale: wipes,,
panadol-advance-plain-16s,PANADOL ADVANCE PLAIN 16S,60.00,no,,panadol-advance-plain-16s.jpg,NO,high,general-sale: panadol,,
para-500mg-exeter-30s,PARA 500MG EXETER 30S,16.00,yes,,para-500mg-exeter-30s.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
paradise-powder,PARADISE POWDER,25.00,yes,Beauty & Toiletries,paradise-powder.webp,NO,medium,consumer category: Beauty & Toiletries,,
paradise-powder-s-s,PARADISE POWDER S/S,15.00,yes,Beauty & Toiletries,paradise-powder-s-s.webp,NO,medium,consumer category: Beauty & Toiletries,,
paramol-supp-250mg-10s,PARAMOL SUPP. 250MG 10'S,2.00,yes,,paramol-supp-250mg-10s.png,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
parfum-de-pallazzo-roma,PARFUM DE PALLAZZO ROMA,156.00,yes,Beauty & Toiletries,parfum-de-pallazzo-roma.webp,NO,medium,consumer category: Beauty & Toiletries,,
pariet-tabs-20mg,PARIET TABS 20MG,14.00,yes,,pariet-tabs-20mg.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
pascual-500g,PASCUAL 500G,44.00,yes,Baby,pascual-500g.jpg,NO,medium,consumer category: Baby,,
passion-powder-m-s,PASSION POWDER M/S,12.00,yes,Beauty & Toiletries,passion-powder-m-s.webp,NO,medium,consumer category: Beauty & Toiletries,,
passport-cover-double,PASSPORT COVER (DOUBLE),110.00,yes,Other,passport-cover-double.jpg,NO,medium,consumer category: Other,,
passport-cover-single,PASSPORT COVER (SINGLE),55.00,yes,Other,passport-cover-single.jpg,NO,medium,consumer category: Other,,
patanol-eye-drop,PATANOL EYE DROP,85.00,yes,,patanol-eye-drop.jpg,NO,low,REVIEW — no category and no dosage form,,
peach-perfect-booty-builder-272g,PEACH PERFECT BOOTY BUILDER 272G,788.00,yes,Vitamins & Supplements,peach-perfect-booty-builder-272g.webp,NO,medium,consumer category: Vitamins & Supplements,,
pears-soap-125g,PEARS SOAP 125G,28.00,yes,Beauty & Toiletries,pears-soap-125g.jpg,NO,high,general-sale: soap,,
penicillin-v-tabs-125mg,PENICILLIN V TABS 125MG,3.00,yes,,penicillin-v-tabs-125mg.webp,YES,high,prescription-only active: penicill,,
pepsi-lip-balm,PEPSI LIP BALM,90.00,yes,Beauty & Toiletries,pepsi-lip-balm.jpg,NO,medium,consumer category: Beauty & Toiletries,,
perfumers-choice-gift-set-50ml-victor-mojo,PERFUMER'S CHOICE GIFT SET 50ML VICTOR/MOJO,150.00,no,Beauty & Toiletries,perfumers-choice-gift-set-50ml-victor-mojo.jpg,NO,high,general-sale: perfume,,
pink-nail-clip,Pink nail clip,17.00,yes,Beauty & Toiletries | Other,pink-nail-clip.jpg,NO,medium,consumer category: Beauty & Toiletries,,
plastic-cup-with-lid-straw,PLASTIC CUP WITH LID/STRAW,25.00,yes,Other,plastic-cup-with-lid-straw.webp,NO,medium,consumer category: Other,,
polyfer-50mls-syrup,POLYFER 50MLS SYRUP,7.00,yes,,polyfer-50mls-syrup.webp,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
ponstan-caps-250mg,PONSTAN CAPS 250MG,23.00,yes,,ponstan-caps-250mg.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
pour-innocence-women-perfume-100ml,POUR INNOCENCE WOMEN PERFUME 100ML,85.00,yes,Beauty & Toiletries,pour-innocence-women-perfume-100ml.jpg,NO,high,general-sale: perfume,,
power-bank,Power Bank,185.00,yes,Other,power-bank.jpg,NO,medium,consumer category: Other,,
power-zone-b-s,POWER ZONE B/S,17.00,yes,Other,power-zone-b-s.jpg,NO,medium,consumer category: Other,,
pre-meco-caps,PRE-MECO CAPS,98.00,yes,,pre-meco-caps.webp,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
pregatas-me-pregabalin-75mg-tabs-30s,PREGATAS ME (PREGABALIN) 75MG TABS 30'S,5.00,yes,,pregatas-me-pregabalin-75mg-tabs-30s.jpg,YES,high,prescription-only active: pregabalin,,
pregnancy-test-kit-levon-2,PREGNANCY TEST KIT (LEVON 2),4.00,yes,Other,pregnancy-test-kit-levon-2.png,NO,medium,consumer category: Other,,
pregnancy-test-strip-p-trust-1s,PREGNANCY TEST STRIP (P-TRUST) 1S,4.00,yes,Other,pregnancy-test-strip-p-trust-1s.jpg,NO,medium,consumer category: Other,,
pretty-lip-balm,PRETTY LIP BALM,15.00,yes,Beauty & Toiletries,pretty-lip-balm.jpg,NO,medium,consumer category: Beauty & Toiletries,,
pretty-panty-liners-30s,PRETTY PANTY LINERS,15.00,yes,Beauty & Toiletries | Feminine Care,pretty-panty-liners-30s.jpg,NO,medium,consumer category: Beauty & Toiletries,,
propa-pad,PROPA PAD,21.00,yes,Feminine Care,propa-pad.jpg,NO,medium,consumer category: Feminine Care,,
prostat-60-caps-30s,PROSTAT 60 CAPS 30'S,168.00,yes,,prostat-60-caps-30s.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
protocol-perfume-100ml,PROTOCOL PERFUME 100ML,160.00,yes,Beauty & Toiletries,protocol-perfume-100ml.png,NO,high,general-sale: perfume,,
pumice-sponge,PUMICE SPONGE,25.00,yes,Other,pumice-sponge.webp,NO,medium,consumer category: Other,,
purity-200mls-m-s,PURITY 200MLS M/S,20.00,yes,Baby,purity-200mls-m-s.png,NO,medium,consumer category: Baby,,
purity-80mls-s-s,PURITY 80MLS S/S,15.00,yes,Baby,purity-80mls-s-s.webp,NO,medium,consumer category: Baby,,
queen-elizabeth-cream,QUEEN ELIZABETH CREAM,17.00,yes,Beauty & Toiletries,queen-elizabeth-cream.jpg,NO,medium,consumer category: Beauty & Toiletries,,
queen-elizabeth-cream-500ml-b-s,QUEEN ELIZABETH CREAM 500ML  B/S,33.00,yes,Beauty & Toiletries,queen-elizabeth-cream-500ml-b-s.webp,NO,medium,consumer category: Beauty & Toiletries,,
queen-elizabeth-lotion-400ml-m-s,QUEEN ELIZABETH LOTION 400ML M/S,18.00,yes,Beauty & Toiletries,queen-elizabeth-lotion-400ml-m-s.jpg,NO,high,general-sale: lotion,,
qustere-pimple-patches,Qustere pimple patches,60.00,no,Beauty & Toiletries,qustere-pimple-patches.jpg,NO,medium,consumer category: Beauty & Toiletries,,
radient-rose-scrub,RADIENT ROSE SCRUB,65.00,yes,Beauty & Toiletries,radient-rose-scrub.jpg,NO,medium,consumer category: Beauty & Toiletries,,
rare-pearls-perfume-50ml,RARE PEARLS PERFUME 50ML,135.00,yes,Beauty & Toiletries,rare-pearls-perfume-50ml.webp,NO,high,general-sale: perfume,,
refresh-liquigel,REFRESH LIQUIGEL,152.00,yes,,refresh-liquigel.jpg,NO,low,REVIEW — no category and no dosage form,,
revitalize-healthcare-cod-liver-oil,REVITALIZE HEALTHCARE COD LIVER OIL,120.00,yes,Vitamins & Supplements,revitalize-healthcare-cod-liver-oil.jpg,NO,high,general-sale: cod liver,,
revitalize-healthcare-omega3-fishoil-100mg-90s,REVITALIZE HEALTHCARE OMEGA3 FISHOIL 100MG 90S,140.00,yes,Vitamins & Supplements,revitalize-healthcare-omega3-fishoil-100mg-90s.jpg,NO,medium,general-sale active (omega) in a dosage form,,
rexona-deo-spray-men-72h,REXONA DEO SPRAY MEN 72H,28.00,yes,Beauty & Toiletries,rexona-deo-spray-men-72h.jpg,NO,medium,consumer category: Beauty & Toiletries,,
diya-dried-mango-chips,REXONA DEO SPRAY WOMEN,29.00,yes,Beauty & Toiletries,diya-dried-mango-chips.jpg,NO,medium,consumer category: Beauty & Toiletries,,
rexona-roll-on-45ml-men,REXONA ROLL ON 45ML MEN,16.00,yes,Beauty & Toiletries,rexona-roll-on-45ml-men.jpg,NO,high,general-sale: roll on,,
rhizin-syrup-30ml,RHIZIN SYRUP 30ML,7.00,yes,,rhizin-syrup-30ml.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
right-gaurd-deo-women,RIGHT GAURD DEO WOMEN,28.00,yes,Beauty & Toiletries,right-gaurd-deo-women.webp,NO,medium,consumer category: Beauty & Toiletries,,
right-guard-deo-spray,RIGHT GUARD DEO SPRAY,35.00,yes,Beauty & Toiletries,right-guard-deo-spray.webp,NO,medium,consumer category: Beauty & Toiletries,,
right-guard-deo-women-250ml,RIGHT GUARD DEO WOMEN 250ML,28.00,yes,Beauty & Toiletries,right-guard-deo-women-250ml.jpg,NO,medium,consumer category: Beauty & Toiletries,,
robaxin-750mg,ROBAXIN-750MG,8.00,yes,,robaxin-750mg.jpg,YES,high,prescription-only active: robaxin,,
robb-inhaler,ROBB INHALER,4.00,yes,,robb-inhaler.jpg,NO,low,REVIEW — no category and no dosage form,,
robb-ointment-b-s,ROBB OINTMENT B/S,6.00,yes,,robb-ointment-b-s.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
robb-ointment-s-s,ROBB OINTMENT S/S,2.00,yes,,robb-ointment-s-s.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
roll-plaster-2,"ROLL PLASTER 2""""",7.00,yes,,roll-plaster-2.jpg,NO,high,general-sale: plaster,,
roll-plaster-3,"ROLL PLASTER 3""""",25.00,yes,,roll-plaster-3.jpg,NO,high,general-sale: plaster,,
roll-plaster-4,"ROLL PLASTER 4""""",30.00,yes,,roll-plaster-4.webp,NO,high,general-sale: plaster,,
rooter-mixture-1,ROOTER MIXTURE,29.00,yes,,rooter-mixture-1.png,NO,low,REVIEW — no category and no dosage form,,
rough-rider-condom-3s,ROUGH RIDER CONDOM 3S,24.00,yes,Other,rough-rider-condom-3s.webp,NO,medium,consumer category: Other,,
roushun-vitamin-c-serum,ROUSHUN VITAMIN C SERUM,36.00,yes,Beauty & Toiletries,roushun-vitamin-c-serum.jpg,NO,high,general-sale: vitamin,,
royal-giorgio-blue-perfume-100ml,ROYAL GIORGIO BLUE PERFUME 100ML,120.00,no,Beauty & Toiletries,royal-giorgio-blue-perfume-100ml.jpg,NO,high,general-sale: perfume,,
sabalon-mousse,SABALON MOUSSE,28.00,yes,Beauty & Toiletries,sabalon-mousse.jpg,NO,medium,consumer category: Beauty & Toiletries,,
sairo-baby-shampoo,SAIRO BABY SHAMPOO,21.00,yes,Baby,sairo-baby-shampoo.jpg,NO,high,general-sale: shampoo,,
sairo-bath-gel,SAIRO BATH GEL,30.00,yes,Beauty & Toiletries,sairo-bath-gel.jpg,NO,medium,consumer category: Beauty & Toiletries,,
sairo-hand-wash-500ml,SAIRO HAND WASH 500ML,17.00,yes,Other,sairo-hand-wash-500ml.jpg,NO,medium,consumer category: Other,,
salbutamol-inhaler-reyoung,SALBUTAMOL INHALER (REYOUNG),50.00,yes,,salbutamol-inhaler-reyoung.webp,YES,high,prescription-only active: salbutamol,,
salo-cold-syrup,SALO COLD SYRUP,17.00,yes,,salo-cold-syrup.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
salocold-tabs-4s,SALOCOLD TABS 4S,2.00,yes,,salocold-tabs-4s.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
samalin-adult-cough-125ml,SAMALIN ADULT COUGH 125ML,15.00,yes,,samalin-adult-cough-125ml.jpg,NO,low,REVIEW — no category and no dosage form,,
samalin-jnr-non-drowsy-125ml,SAMALIN JNR NON-DROWSY 125ML,19.00,yes,,samalin-jnr-non-drowsy-125ml.png,NO,low,REVIEW — no category and no dosage form,,
sanex-bath-650ml,SANEX BATH 650ML,60.00,yes,Beauty & Toiletries,sanex-bath-650ml.jpg,NO,medium,consumer category: Beauty & Toiletries,,
sasylvia-watches,SASYLVIA WATCHES,30.00,yes,Other,sasylvia-watches.jpg,NO,medium,consumer category: Other,,
savlon-antiseptic-cream,SAVLON ANTISEPTIC CREAM,90.00,yes,,savlon-antiseptic-cream.webp,NO,low,REVIEW — no category and no dosage form,,
scholl-athlete-foot-spray,SCHOLL ATHLETE FOOT SPRAY,180.00,yes,Other,scholl-athlete-foot-spray.jpg,NO,medium,consumer category: Other,,
selevite-tabs,SELEVITE TABS,50.00,yes,,selevite-tabs.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
sensodyne-original-t-paste,SENSODYNE ORIGINAL T/PASTE,43.00,yes,Other,sensodyne-original-t-paste.jpg,NO,medium,consumer category: Other,,
septilin-tabs-100s,SEPTILIN TABS 100S,62.00,yes,,septilin-tabs-100s.webp,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
shea-butter-mouse,SHEA BUTTER MOUSE,79.00,yes,Beauty & Toiletries,shea-butter-mouse.jpg,NO,medium,consumer category: Beauty & Toiletries,,
shesangel-electric-heating-pad,SHESANGEL ELECTRIC HEATING PAD,300.00,no,Other,shesangel-electric-heating-pad.jpg,NO,medium,consumer category: Other,,
silver-line-powder,SILVER LINE POWDER,16.00,yes,Beauty & Toiletries,silver-line-powder.webp,NO,medium,consumer category: Beauty & Toiletries,,
simple-pure-bar-soap-twin-pack,SIMPLE PURE BAR SOAP,14.00,yes,Other,simple-pure-bar-soap-twin-pack.jpg,NO,high,general-sale: soap,,
sister-powder,SISTER POWDER,20.00,yes,Beauty & Toiletries,sister-powder.webp,NO,medium,consumer category: Beauty & Toiletries,,
six-flower-powder,SIX FLOWER POWDER,20.00,yes,Beauty & Toiletries,six-flower-powder.webp,NO,medium,consumer category: Beauty & Toiletries,,
skin-treats-vit-e-hydrogel-facial-mask,SKIN  TREATS VIT E HYDROGEL FACIAL MASK,27.00,no,Beauty & Toiletries,skin-treats-vit-e-hydrogel-facial-mask.webp,NO,medium,consumer category: Beauty & Toiletries,,
skin-aqua-sunscreen,SKIN AQUA SUNSCREEN,228.00,yes,Beauty & Toiletries,skin-aqua-sunscreen.jpg,NO,medium,consumer category: Beauty & Toiletries,,
skin-calm-hydrocortisone-cream-10g,SKIN CALM HYDROCORTISONE CREAM 10G,60.00,yes,,skin-calm-hydrocortisone-cream-10g.jpg,YES,high,prescription-only active: hydrocortison,,
slub-glass-leather-bottle,SLUB GLASS LEATHER BOTTLE,35.00,no,Other,slub-glass-leather-bottle.jpg,NO,medium,consumer category: Other,,
sma-1,SMA 1,175.00,yes,Baby,sma-1.webp,NO,medium,consumer category: Baby,,
smart-black-perfume-100ml,SMART BLACK PERFUME 100ML,124.00,yes,Beauty & Toiletries,smart-black-perfume-100ml.jpg,NO,high,general-sale: perfume,,
smart-perfume-boss-orange,SMART PERFUME - BOSS ORANGE,80.00,yes,Beauty & Toiletries,smart-perfume-boss-orange.jpg,NO,high,general-sale: perfume,,
so-carrot-brightening-oil,SO CARROT BRIGHTENING OIL,238.00,yes,Beauty & Toiletries,so-carrot-brightening-oil.png,NO,medium,consumer category: Beauty & Toiletries,,
so-white-fade-cream,SO WHITE FADE CREAM,247.00,yes,Beauty & Toiletries,so-white-fade-cream.jpg,NO,medium,consumer category: Beauty & Toiletries,,
softcare-pad,SOFTCARE PAD,14.00,yes,Other,softcare-pad.jpg,NO,medium,consumer category: Other,,
somazina-1000mg,SOMAZINA 1000MG,649.00,yes,,somazina-1000mg.jpg,YES,high,prescription-only active: somazina,,
spironolactone-50mg-tabs-ecl,SPIRONOLACTONE 50MG TABS (ECL),2.00,no,,spironolactone-50mg-tabs-ecl.jpg,YES,high,prescription-only active: spironolact,,
st-ives-facial-scrub,ST IVES FACIAL SCRUB,48.00,yes,Beauty & Toiletries,st-ives-facial-scrub.jpg,NO,medium,consumer category: Beauty & Toiletries,,
st-ives-lotion,ST IVES LOTION,100.00,yes,Beauty & Toiletries,st-ives-lotion.jpg,NO,high,general-sale: lotion,,
stanley-flip-straw-tumbler,Stanley Flip straw Tumbler,530.00,no,Other,stanley-flip-straw-tumbler.jpg,NO,medium,consumer category: Other,,
stretch-mark-oil,STRETCH MARK OIL,65.00,yes,Beauty & Toiletries,stretch-mark-oil.webp,NO,medium,consumer category: Beauty & Toiletries,,
strobin-lozenges-l-s,STROBIN LOZENGES L/S,4.00,yes,,strobin-lozenges-l-s.jpg,NO,low,REVIEW — no category and no dosage form,,
style-up-pomade,STYLE UP POMADE,21.00,yes,Beauty & Toiletries,style-up-pomade.jpg,NO,medium,consumer category: Beauty & Toiletries,,
sugar-test,SUGAR TEST,10.00,yes,Other,sugar-test.jpg,NO,medium,consumer category: Other,,
summers-eve-lavender-refreshing-wash,SUMMER'S EVE LAVENDER REFRESHING WASH,105.00,yes,Feminine Care,summers-eve-lavender-refreshing-wash.webp,NO,medium,consumer category: Feminine Care,,
summers-eve-odor-protection-intimate-wash,SUMMER'S EVE ODOR PROTECTION INTIMATE WASH,150.00,yes,Feminine Care,summers-eve-odor-protection-intimate-wash.jpg,NO,medium,consumer category: Feminine Care,,
summers-eve-refresher-intimate-mist-55-89mls,SUMMER'S EVE REFRESHER INTIMATE MIST 55.89MLS,105.00,yes,Feminine Care,,NO,medium,consumer category: Feminine Care,,
summers-eve-spa-calming-luxious-wash,SUMMER'S EVE SPA CALMING LUXIOUS WASH,215.00,yes,Feminine Care,summers-eve-spa-calming-luxious-wash.png,NO,medium,consumer category: Feminine Care,,
supa-santi-large-diaper,SUPA SANTI LARGE DIAPER,225.00,yes,Baby,supa-santi-large-diaper.jpg,NO,high,general-sale: diaper,,
supa-santi-medium-diaper-90s,SUPA SANTI MEDIUM DIAPER 90S,290.00,yes,Baby,supa-santi-medium-diaper-90s.jpg,NO,high,general-sale: diaper,,
supa-santi-small-diaper-100s,SUPA SANTI SMALL DIAPER 100S,290.00,yes,Baby,supa-santi-small-diaper-100s.jpg,NO,high,general-sale: diaper,,
supa-santi-wipe-2,SUPA SANTI WIPE 2,24.00,yes,Baby,supa-santi-wipe-2.jpg,NO,medium,consumer category: Baby,,
super-max-yellow,SUPER MAX (YELLOW),12.00,no,Other,super-max-yellow.jpg,NO,medium,consumer category: Other,,
oral-b-kids-toothbrush,SUPER MAX SWIFT,12.00,no,Other,oral-b-kids-toothbrush.jpg,NO,medium,consumer category: Other,,
sure-deo-spray-men,SURE DEO SPRAY MEN,40.00,yes,Beauty & Toiletries,sure-deo-spray-men.jpg,NO,medium,consumer category: Beauty & Toiletries,,
sure-deo-spray-women,SURE DEO SPRAY WOMEN,40.00,yes,Beauty & Toiletries,sure-deo-spray-women.jpg,NO,medium,consumer category: Beauty & Toiletries,,
suspenso-perfume-with-deo,SUSPENSO PERFUME WITH DEO,110.00,yes,Beauty & Toiletries,suspenso-perfume-with-deo.jpg,NO,high,general-sale: perfume,,
syringe-10ml,SYRINGE 10ML,1.00,yes,,syringe-10ml.webp,NO,low,REVIEW — no category and no dosage form,,
syringe-5ml,SYRINGE 5ML,1.00,yes,Other,syringe-5ml.jpg,NO,medium,consumer category: Other,,
tea-tree-facial-toner,TEA TREE FACIAL TONER,26.00,yes,Beauty & Toiletries,tea-tree-facial-toner.jpg,NO,medium,consumer category: Beauty & Toiletries,,
tea-tree-wipes,TEA TREE WIPES,13.00,yes,Beauty & Toiletries,tea-tree-wipes.jpg,NO,high,general-sale: wipes,,
theraice-headache-relief-cap,THERAICE HEADACHE RELIEF CAP,650.00,yes,Other,theraice-headache-relief-cap.jpg,YES,low,"REVIEW — dosage form, active not recognised",,
theye-moquito-repellent-band,THEYE MOQUITO REPELLENT BAND,55.00,yes,Other,theye-moquito-repellent-band.jpg,NO,medium,consumer category: Other,,
tinkle-eyebrow-razor,TINKLE EYEBROW RAZOR,10.00,yes,Beauty & Toiletries,tinkle-eyebrow-razor.webp,NO,medium,consumer category: Beauty & Toiletries,,
tixylix-infant-syrup,TIXYLIX INFANT SYRUP,106.00,yes,Baby,tixylix-infant-syrup.jpg,YES,low,"REVIEW — dosage form, active not recognised",,
toilet-wipes,TOILET WIPES,20.00,no,Other,,NO,high,general-sale: wipes,,
tom-milk,TOM MILK,44.00,yes,Baby,tom-milk.jpg,NO,medium,consumer category: Baby,,
travel-bottles-set-7pcs,TRAVEL BOTTLES SET 7PCS,49.00,no,Other,travel-bottles-set-7pcs.jpg,NO,medium,consumer category: Other,,
tres-orix-forte-100ml,TRES-ORIX FORTE 100ML,35.00,yes,,tres-orix-forte-100ml.png,NO,low,REVIEW — no category and no dosage form,,
tresemme-2-in-1,TRESEMME 2 IN 1,90.00,no,Beauty & Toiletries,tresemme-2-in-1.jpg,NO,medium,consumer category: Beauty & Toiletries,,
tresemme-shampoo,TRESEMME SHAMPOO,105.00,yes,Beauty & Toiletries,tresemme-shampoo.jpg,NO,high,general-sale: shampoo,,
trident,TRIDENT,20.00,no,Other,trident.jpg,NO,medium,consumer category: Other,,
tumeric-tea,TUMERIC TEA,60.00,yes,Other,tumeric-tea.png,NO,medium,consumer category: Other,,
uferon-blood-tonic-200ml,UFERON BLOOD TONIC 200ML,15.00,yes,,,NO,low,REVIEW — no category and no dosage form,,
unidus-condoms,UNIDUS CONDOMS,26.00,yes,Other,unidus-condoms.jpg,NO,medium,consumer category: Other,,
unique-perfume,UNIQUE PERFUME,110.00,no,Beauty & Toiletries,unique-perfume.webp,NO,high,general-sale: perfume,,
urea-peroxide-ear-drop,UREA PEROXIDE EAR DROP,75.00,yes,,urea-peroxide-ear-drop.webp,NO,low,REVIEW — no category and no dosage form,,
urine-bag,URINE BAG,10.00,yes,Other,urine-bag.jpg,NO,medium,consumer category: Other,,
urine-container,URINE CONTAINER,5.00,yes,Other,urine-container.webp,NO,medium,consumer category: Other,,
vagisil-anti-itch-wipes,VAGISIL ANTI ITCH WIPES,10.00,yes,Other,vagisil-anti-itch-wipes.webp,NO,high,general-sale: wipes,,
vagisil-odor-block-intimate-wash-354ml,VAGISIL ODOR BLOCK INTIMATE WASH 354ML,390.00,no,Feminine Care,vagisil-odor-block-intimate-wash-354ml.webp,NO,medium,consumer category: Feminine Care,,
valupak-vitamin-e-caps,VALUPAK VITAMIN E CAPS,87.00,yes,Vitamins & Supplements,valupak-vitamin-e-caps.jpg,NO,medium,general-sale active (vitamin) in a dosage form,,
vasatisi-multi-collagen-gummies-60s,VASATISI MULTI COLLAGEN GUMMIES 60'S,378.00,no,Vitamins & Supplements,vasatisi-multi-collagen-gummies-60s.jpg,NO,medium,consumer category: Vitamins & Supplements,,
vaseline-brightening-lotion,VASELINE BRIGHTENING LOTION,130.00,yes,Beauty & Toiletries,vaseline-brightening-lotion.webp,NO,high,general-sale: lotion,,
vaseline-lip-therapy,VASELINE LIP THERAPY,17.00,no,Beauty & Toiletries,vaseline-lip-therapy.webp,NO,medium,consumer category: Beauty & Toiletries,,
vaseline-lotion,VASELINE LOTION,45.00,yes,Beauty & Toiletries,vaseline-lotion.jpg,NO,high,general-sale: lotion,,
